GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-COREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION DE LA VICTIMA,CLASE DE SINIESTRO,LESIONADO,HOMICIDIOS,CLINICA,SITIO,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA, , 
DAÑOS,01/30/2020 12:00:00 AM,2020,1899-12-31T09:00:00.000,MAÑANA,4_JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,353.896,-763.065,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,EL CERRITO,PARTICULAR,NO APLICA,,
HERIDOS,01/29/2020 12:00:00 AM,2020,1899-12-31T18:55:00.000,NOCHE,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 28-48,URBANA,TECNICO,353.801,-762.978,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/29/2020 12:00:00 AM,2020,1899-12-31T18:55:00.000,NOCHE,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 28-48,URBANA,TECNICO,353.801,-762.978,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,AUTECO,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,01/25/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,6_SABADO,RECREO,CALLE 23 CARRERA 24,URBANA,TECNICO,352.065,-7.629.589,MAL USO DEL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,01/25/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,6_SABADO,RECREO,CALLE 23 CARRERA 24,URBANA,TECNICO,352.065,-7.629.589,MAL USO DEL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,LINEAS DEL VALLE,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T09:30:00.000,MAÑANA,4_JUEVES,URIBE,CALLE 32 CARRERA 20,URBANA,TECNICO,352.796,-7.629.194,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,KIMCO,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T09:30:00.000,MAÑANA,4_JUEVES,URIBE,CALLE 32 CARRERA 20,URBANA,TECNICO,352.796,-7.629.194,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,AUTECO,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,01/31/2020 12:00:00 AM,2020,1899-12-31T08:30:00.000,MAÑANA,5_VIERNES,CUIDAD DEL CAMPO,CARRERA 34 CALLE 100,RURAL,TECNICO,345.791,-7.646.425,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,TOYOTA,NARIÑO,PARTICULAR,NO APLICA,,
DAÑOS,01/31/2020 12:00:00 AM,2020,1899-12-31T08:30:00.000,MAÑANA,5_VIERNES,CUIDAD DEL CAMPO,CARRERA 34 CALLE 100,RURAL,TECNICO,345.791,-7.646.425,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T15:50:00.000,TARDE,4_JUEVES,TREBOL,CALLE 26 CARRERA 21,URBANA,TECNICO,352.257,-7.629.344,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T15:50:00.000,TARDE,4_JUEVES,TREBOL,CALLE 26 CARRERA 21,URBANA,TECNICO,352.257,-7.629.344,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,MANIZALES,PARTICULAR,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T15:50:00.000,TARDE,4_JUEVES,TREBOL,CALLE 26 CARRERA 21,URBANA,TECNICO,352.257,-7.629.344,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T17:50:00.000,TARDE,4_JUEVES,CUIDADELA,CALLE 29 CARRERA 12 -66,URBANA,TECNICO,352.466,-7.628.589,ADELANTAR INDEBIDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,SUZUKI,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T17:50:00.000,TARDE,4_JUEVES,CUIDADELA,CALLE 29 CARRERA 12 -66,URBANA,TECNICO,352.466,-7.628.589,ADELANTAR INDEBIDO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HERO,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,01/30/2020 12:00:00 AM,2020,1899-12-31T17:50:00.000,TARDE,4_JUEVES,CUIDADELA,CALLE 29 CARRERA 12 -66,URBANA,TECNICO,352.466,-7.628.589,ADELANTAR INDEBIDO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,01/31/2020 12:00:00 AM,2020,1899-12-31T16:15:00.000,TARDE,5_VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,354.256,-7.630.743,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/31/2020 12:00:00 AM,2020,1899-12-31T16:15:00.000,TARDE,5_VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,354.256,-7.630.743,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,FUSAGASUGA,PARTICULAR,NO APLICA,,
HERIDOS,01/31/2020 12:00:00 AM,2020,1899-12-31T16:15:00.000,TARDE,5_VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,354.256,-7.630.743,NO RESPETAR PRELACION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,01/31/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,5_VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,353.873,-7.630.619,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,ZARZAL,PARTICULAR,NO APLICA,,
HERIDOS,01/31/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,5_VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,353.873,-7.630.619,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,01/31/2020 12:00:00 AM,2020,1899-12-31T20:20:00.000,NOCHE,5_VIERNES,INDUSTRIAL,CALLE 42 CARRERA 34B-35,URBANA,TECNICO,353.863,-763.027,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/31/2020 12:00:00 AM,2020,1899-12-31T20:20:00.000,NOCHE,5_VIERNES,INDUSTRIAL,CALLE 42 CARRERA 34B-35,URBANA,TECNICO,353.863,-763.027,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T06:30:00.000,MAÑANA,6_SABADO,INDUSTRIAL,CALLE 42 CARRERA 37-38,URBANA,TECNICO,353.889,-763.081,GIRAR BRUSCAMENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MICROBUS,RENAULT,GUACARI,PUBLICO,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T06:30:00.000,MAÑANA,6_SABADO,INDUSTRIAL,CALLE 42 CARRERA 37-38,URBANA,TECNICO,353.889,-763.081,GIRAR BRUSCAMENTE,CICLISTA,CHOQUE,NO APLICA,1,PALMA,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T16:50:00.000,TARDE,6_SABADO,VIA AGUACLARA - BUITRERA,KM 4 + 60MTS,RURAL,TECNICO,350.632,-7.622.691,IMPERICIA EN EL MANEJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T16:50:00.000,TARDE,6_SABADO,VIA AGUACLARA - BUITRERA,KM 4 + 60MTS,RURAL,TECNICO,350.632,-7.622.691,IMPERICIA EN EL MANEJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,SUZUKI,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T16:50:00.000,TARDE,6_SABADO,VIA AGUACLARA - BUITRERA,KM 4 + 60MTS,RURAL,TECNICO,350.632,-7.622.691,IMPERICIA EN EL MANEJO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,02/03/2020 12:00:00 AM,2020,1899-12-31T07:35:00.000,MAÑANA,1_LUNES,FRAY LUIS,CALLE 42 CARRERA 45,URBANA,TECNICO,353.878,-7.631.471,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/03/2020 12:00:00 AM,2020,1899-12-31T07:35:00.000,MAÑANA,1_LUNES,FRAY LUIS,CALLE 42 CARRERA 45,URBANA,TECNICO,353.878,-7.631.471,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,,
DAÑOS,02/03/2020 12:00:00 AM,2020,1899-12-31T11:40:00.000,MAÑANA,1_LUNES,CENTRO,CALLE 31 CARRERA 31-60,URBANA,TECNICO,352.852,-7.630.181,PARQUIAR SIN MEDIDAS DE PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CITROEN,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,02/03/2020 12:00:00 AM,2020,1899-12-31T11:40:00.000,MAÑANA,1_LUNES,CENTRO,CALLE 31 CARRERA 31-60,URBANA,TECNICO,352.852,-7.630.181,PARQUIAR SIN MEDIDAS DE PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/03/2020 12:00:00 AM,2020,1899-12-31T11:40:00.000,MAÑANA,1_LUNES,CENTRO,CALLE 31 CARRERA 31-60,URBANA,TECNICO,352.852,-7.630.181,PARQUIAR SIN MEDIDAS DE PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,02/01/2020 12:00:00 AM,2020,1899-12-31T01:45:00.000,MADRUGADA,6_SABADO,CENTRO,CARRERA 32 CALLE 32 -135,URBANA,TECNICO,3.5295,-7.630.223,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,JINCHENG,EL CERRITO,PARTICULAR,NO APLICA,,
DAÑOS,02/01/2020 12:00:00 AM,2020,1899-12-31T01:45:00.000,MADRUGADA,6_SABADO,CENTRO,CARRERA 32 CALLE 32 -135,URBANA,TECNICO,3.5295,-7.630.223,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T20:45:00.000,NOCHE,6_SABADO,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,353.728,-7.629.239,NO RESPETAR PELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/01/2020 12:00:00 AM,2020,1899-12-31T20:45:00.000,NOCHE,6_SABADO,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,353.728,-7.629.239,NO RESPETAR PELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,02/02/2020 12:00:00 AM,2020,1899-12-31T19:05:00.000,NOCHE,7_DOMINGO,EMILIA,CALLE 42 CARRERA 39,URBANA,TECNICO,354.019,-7.630.999,GIRAR BRUSCAMENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/03/2020 12:00:00 AM,2020,1899-12-31T16:00:00.000,TARDE,1_LUNES,EMILIA,CARRERA 36 CALLE 37,URBANA,TECNICO,3.5347,-7.630.674,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,FRACTURAS,NO APLICA,MOTO,KIMCO,GINEBRA,PARTICULAR,NO APLICA,,
HERIDOS,02/03/2020 12:00:00 AM,2020,1899-12-31T16:00:00.000,TARDE,1_LUNES,EMILIA,CARRERA 36 CALLE 37,URBANA,TECNICO,3.5347,-7.630.674,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HONDA,DOSQUEBRADAS,PARTICULAR,NO APLICA,,
DAÑOS,02/03/2020 12:00:00 AM,2020,1899-12-31T17:00:00.000,TARDE,1_LUNES,LOS SAUSES,CARRERA 1 CALLE 36-36A,URBANA,TECNICO,353.362,-7.627.733,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,SSANGYONE,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/02/2020 12:00:00 AM,2020,1899-12-31T07:10:00.000,MAÑANA,7_DOMINGO,SANTA ISABEL,CARRERA 28 CALLE 44,URBANA,TECNICO,353.928,-7.629.714,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,KIMCO,CARTAGO,PARTICULAR,NO APLICA,,
HERIDOS,02/02/2020 12:00:00 AM,2020,1899-12-31T07:10:00.000,MAÑANA,7_DOMINGO,SANTA ISABEL,CARRERA 28 CALLE 44,URBANA,TECNICO,353.928,-7.629.714,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,BAJAJ,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,02/02/2020 12:00:00 AM,2020,1899-12-31T07:30:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,352.781,-7.629.786,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,02/02/2020 12:00:00 AM,2020,1899-12-31T07:30:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,352.781,-7.629.786,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,02/02/2020 12:00:00 AM,2020,1899-12-31T07:30:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,352.781,-7.629.786,DESOBEDECER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,02/02/2020 12:00:00 AM,2020,1899-12-31T07:30:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,352.781,-7.629.786,DESOBEDECER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,02/02/2020 12:00:00 AM,2020,1899-12-31T09:00:00.000,MAÑANA,7_DOMINGO,EMILIA,CALLE 32 CARRERA 39,URBANA,TECNICO,353.088,-7.630.897,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,02/02/2020 12:00:00 AM,2020,1899-12-31T09:00:00.000,MAÑANA,7_DOMINGO,EMILIA,CALLE 32 CARRERA 39,URBANA,TECNICO,353.088,-7.630.897,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,02/04/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,2_MARTES,CENTRO,CARRERA 33 CALLE 31-27,URBANA,TECNICO,352.883,-7.630.319,ADELANTAMIENTO INDEBIDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,02/04/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,2_MARTES,CENTRO,CARRERA 33 CALLE 31-27,URBANA,TECNICO,352.883,-7.630.319,ADELANTAMIENTO INDEBIDO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,02/04/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,2_MARTES,CENTRO,CARRERA 33 CALLE 31-27,URBANA,TECNICO,352.883,-7.630.319,ADELANTAMIENTO INDEBIDO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,02/05/2020 12:00:00 AM,2020,1899-12-31T08:50:00.000,MAÑANA,3_MIERCOLES,SANTA RITA,CALLE 33 CARRERA 26,URBANA,TECNICO,353.006,-7.629.668,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,FRACTURAS,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,02/05/2020 12:00:00 AM,2020,1899-12-31T08:50:00.000,MAÑANA,3_MIERCOLES,SANTA RITA,CALLE 33 CARRERA 26,URBANA,TECNICO,353.006,-7.629.668,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,FRACTURAS,NO APLICA,MOTO,YAMAHA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T09:50:00.000,MAÑANA,3_MIERCOLES,SAN CAYETANO,CARRERA 24 CALLE 41,URBANA,TECNICO,353.666,-7.629.411,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,02/04/2020 12:00:00 AM,2020,1899-12-31T14:50:00.000,TARDE,2_MARTES,SANCAYETANO,CARRERA 24 CALLE 41,URBANA,TECNICO,353.666,-7.629.412,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,02/04/2020 12:00:00 AM,2020,1899-12-31T14:50:00.000,TARDE,2_MARTES,SANCAYETANO,CARRERA 24 CALLE 41,URBANA,TECNICO,353.666,-7.629.412,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
DAÑOS,02/04/2020 12:00:00 AM,2020,1899-12-31T17:45:00.000,TARDE,2_MARTES,CENTRO,CALLE 29 CARRERA 26-10,URBANA,TECNICO,352.588,-7.629.782,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,02/04/2020 12:00:00 AM,2020,1899-12-31T17:45:00.000,TARDE,2_MARTES,CENTRO,CALLE 29 CARRERA 26-10,URBANA,TECNICO,352.588,-7.629.782,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T15:50:00.000,TARDE,3_MIERCOLES,SANTA BARBARA,CALLE 31 CARRERA 40A-13,URBANA,TECNICO,3.5297,-7.631.079,ADELANTAR POR LA DERECHHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T15:50:00.000,TARDE,3_MIERCOLES,SANTA BARBARA,CALLE 31 CARRERA 40A-13,URBANA,TECNICO,3.5297,-7.631.079,ADELANTAR POR LA DERECHHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,DODGE,TULUA,PUBLICO,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T16:45:00.000,TARDE,3_MIERCOLES,CENTRO,CARRERA 33A CALLE 30-81,URBANA,TECNICO,352.805,-7.630.438,OTRAS OBJETO EN LA VIA,NO APLICA,CHOQUE OBJETO FIJO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T21:30:00.000,NOCHE,3_MIERCOLES,ESTONIA,CALLE 42 CARRERA 32A-25,URBANA,TECNICO,353.835,-7.630.111,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T21:30:00.000,NOCHE,3_MIERCOLES,ESTONIA,CALLE 42 CARRERA 32A-25,URBANA,TECNICO,353.835,-7.630.111,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,DODGE,CALI,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,3_MIERCOLES,CENTRO,CALLE 28 CARRERA 29-64,URBANA,TECNICO,352.555,-7.630.088,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,02/05/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,3_MIERCOLES,CENTRO,CALLE 28 CARRERA 29-64,URBANA,TECNICO,352.555,-7.630.088,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,BOGOTA,PARTICULAR,NO APLICA,,
HERIDOS,02/07/2020 12:00:00 AM,2020,1899-12-31T19:40:00.000,NOCHE,5_VIERNES,LA ITALIA,CALLE 6 CARRERA 28,URBANA,TECNICO,350.555,-762.993,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,02/07/2020 12:00:00 AM,2020,1899-12-31T19:40:00.000,NOCHE,5_VIERNES,LA ITALIA,CALLE 6 CARRERA 28,URBANA,TECNICO,350.555,-762.993,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,02/07/2020 12:00:00 AM,2020,1899-12-31T19:40:00.000,NOCHE,5_VIERNES,LA ITALIA,CALLE 6 CARRERA 28,URBANA,TECNICO,350.555,-762.993,DESOBEDECER SEÑAL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,GDK468,PARTICULAR,NO APLICA,,
HERIDOS,02/07/2020 12:00:00 AM,2020,1899-12-31T20:30:00.000,NOCHE,5_VIERNES,LOS SAUSES,CALLE 35 CARRERA 3,URBANA,TECNICO,353.109,-7.627.966,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,02/07/2020 12:00:00 AM,2020,1899-12-31T20:30:00.000,NOCHE,5_VIERNES,LOS SAUSES,CALLE 35 CARRERA 3,URBANA,TECNICO,353.109,-7.627.966,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
