GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-COREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION DE LA VICTIMA,CLASE DE SINIESTRO,LESIONADO,HOMICIDIOS,CLINICA,SITIO,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA, , 
DAÑOS,07/28/2020 12:00:00 AM,2020,1899-12-31T12:05:00.000,TARDE,2_MARTES,PRADO,CARRERA 41 CALLE 35-14,URBANA,TECNICO,353.213,-7.631.136,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,ZARZAL,PARTICULAR,NO APLICA,,
DAÑOS,07/28/2020 12:00:00 AM,2020,1899-12-31T11:10:00.000,MAÑANA,2_MARTES,CENTRO,CALLE 28 CARRRA 28-29,URBANA,TECNICO,352.532,-7.629.939,DEJAR PASAJEROS EN LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DAEWOO,PALMIRA,PUBLICO,UNITAX,,
DAÑOS,07/28/2020 12:00:00 AM,2020,1899-12-31T11:10:00.000,MAÑANA,2_MARTES,CENTRO,CALLE 28 CARRRA 28-29,URBANA,TECNICO,352.532,-7.629.939,DEJAR PASAJEROS EN LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,07/29/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,3_MIERCOLES,VIA PALMIRA TIENDA NUEVA,KM 3 + 800 MTS,RURAL,TECNICO,354.798,-7.625.897,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,CALI,PARTICULAR,NO APLICA,,
DAÑOS,07/29/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,3_MIERCOLES,VIA PALMIRA TIENDA NUEVA,KM 3 + 800 MTS,RURAL,TECNICO,354.798,-7.625.897,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,RENAULT,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,07/30/2020 12:00:00 AM,2020,1899-12-31T10:00:00.000,MAÑANA,4_JUEVES,CENTRO,CARRERA 27 CALLE 26,URBANA,TECNICO,352.324,-7.629.869,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
DAÑOS,07/30/2020 12:00:00 AM,2020,1899-12-31T10:00:00.000,MAÑANA,4_JUEVES,CENTRO,CARRERA 27 CALLE 26,URBANA,TECNICO,352.324,-7.629.869,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,07/29/2020 12:00:00 AM,2020,1899-12-31T16:00:00.000,TARDE,3_MIERCOLES,SANTA BARBARA,CALLE 44 CARRERA 26-31,URBANA,TECNICO,353.904,-7.629.561,REVERSA INPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,07/29/2020 12:00:00 AM,2020,1899-12-31T16:00:00.000,TARDE,3_MIERCOLES,SANTA BARBARA,CALLE 44 CARRERA 26-31,URBANA,TECNICO,353.904,-7.629.561,REVERSA INPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FOTON,RIVERA,PUBLICO,INVERSIONES MEGAMOTOR,,
HERIDOS,07/30/2020 12:00:00 AM,2020,1899-12-31T14:30:00.000,TARDE,4_JUEVES,HACIENDA BUENOA AIRES,CALLE 35 CARRERA 5E,URBANA,TECNICO,353.169,-7.627.513,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,SUZUKI,BUENAVENTURA,PARTICULAR,NO APLICA,,
HERIDOS,07/30/2020 12:00:00 AM,2020,1899-12-31T14:30:00.000,TARDE,4_JUEVES,HACIENDA BUENOA AIRES,CALLE 35 CARRERA 5E,URBANA,TECNICO,353.169,-7.627.513,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,07/31/2020 12:00:00 AM,2020,1899-12-31T13:30:00.000,TARDE,5_VIERNES,SAMANES,CARRERA 28 CALLE 48,URBANA,TECNICO,354.356,-7.629.632,PERDIDA DEL CONTROL DEL VEHICULO,MOTOCICLISTA,CHOQUE OBJETO FIJO,1,NO APLICA,PALMA,NO APLICA,MOTO,JIANLIGN,FLORIDA,PARTICULAR,NO APLICA,,
MUERTO,07/30/2020 12:00:00 AM,2020,1899-12-31T16:00:00.000,TARDE,4_JUEVES,VIA PALMIRA A LA BUITRERA,INMUEBLE 817,RURAL,TECNICO,350.156,-7.622.877,POR ESTABLECER,NO APLICA,ATROPELLO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,07/30/2020 12:00:00 AM,2020,1899-12-31T16:00:00.000,TARDE,4_JUEVES,VIA PALMIRA A LA BUITRERA,INMUEBLE 817,RURAL,TECNICO,350.156,-7.622.877,POR ESTABLECER,PEATON,ATROPELLO,NO APLICA,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/01/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,6_SABADO,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,352.481,-7.629.579,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,SSANGYONE,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/01/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,6_SABADO,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,352.481,-7.629.579,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AUTECO,FLORIDA,PARTICULAR,NO APLICA,,
DAÑOS,08/01/2020 12:00:00 AM,2020,1899-12-31T19:00:00.000,NOCHE,6_SABADO,NUEVO,CARRERA 31 CALLE 22,URBANA,TECNICO,352.729,-7.629.376,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,TVS,PRADERA,PARTICULAR,NO APLICA,,
DAÑOS,08/01/2020 12:00:00 AM,2020,1899-12-31T19:00:00.000,NOCHE,6_SABADO,NUEVO,CARRERA 31 CALLE 22,URBANA,TECNICO,352.729,-7.629.376,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,08/01/2020 12:00:00 AM,2020,1899-12-31T21:20:00.000,NOCHE,6_SABADO,FRAY LUIS,CALLE 42 CARRERA 46,URBANA,TECNICO,353.883,-7.631.546,CAMBIAR DE CALZADA UTILIZANDO EL SEPARADOR,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/01/2020 12:00:00 AM,2020,1899-12-31T21:20:00.000,NOCHE,6_SABADO,FRAY LUIS,CALLE 42 CARRERA 46,URBANA,TECNICO,353.883,-7.631.546,CAMBIAR DE CALZADA UTILIZANDO EL SEPARADOR,MOTOCICLISTA,CHOQUE,1,NO APLICA,NO APLICA,NO APLICA,MOTO,KAWASAKI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/02/2020 12:00:00 AM,2020,1899-12-31T18:20:00.000,NOCHE,7_DOMINGO,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,352.564,-7.629.569,DSEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/02/2020 12:00:00 AM,2020,1899-12-31T18:20:00.000,NOCHE,7_DOMINGO,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,352.564,-7.629.569,DSEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,,
DAÑOS,08/02/2020 12:00:00 AM,2020,1899-12-31T05:30:00.000,MADRUGADA,7_DOMINGO,URIBE,CALLE 36 CARRERA 21-20,URBANA,TECNICO,353.211,-7.629.275,PERDIDA DEL CONTROL,NO APLICA,CHOQUE MURO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,TRANS UNION DE TAXIS,,
HERIDOS,08/03/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,1_LUNES,LA ITALIA,CALLE 5E CARRERA 26,URBANA,TECNICO,350.365,-7.629.755,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/03/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,1_LUNES,LA ITALIA,CALLE 5E CARRERA 26,URBANA,TECNICO,350.365,-7.629.755,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,08/03/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,1_LUNES,LA ITALIA,CALLE 5E CARRERA 26,URBANA,TECNICO,350.365,-7.629.755,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T09:20:00.000,MAÑANA,1_LUNES,NUEVO,CARRERA 32 CALLE 26,URBANA,TECNICO,352.404,-7.630.295,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PEREIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T09:20:00.000,MAÑANA,1_LUNES,NUEVO,CARRERA 32 CALLE 26,URBANA,TECNICO,352.404,-7.630.295,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T10:40:00.000,MAÑANA,1_LUNES,CAMPESTRE,CALLE 42 CARRERA 12,URBANA,TECNICO,353.695,-7.628.494,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T10:40:00.000,MAÑANA,1_LUNES,CAMPESTRE,CALLE 42 CARRERA 12,URBANA,TECNICO,353.695,-7.628.494,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T20:20:00.000,NOCHE,1_LUNES,CENTRO,CALLE 29 CARRERA 30,URBANA,TECNICO,352.636,-7.630.092,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,MANIZALES,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T20:20:00.000,NOCHE,1_LUNES,CENTRO,CALLE 29 CARRERA 30,URBANA,TECNICO,352.636,-7.630.092,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,1_LUNES,INDUSTRIAL,CALE 42 CARRERA 34B-141SUR,URBANA,TECNICO,353.857,-7.630.405,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,1_LUNES,INDUSTRIAL,CALE 42 CARRERA 34B-141SUR,URBANA,TECNICO,353.857,-7.630.405,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/04/2020 12:00:00 AM,2020,1899-12-31T15:10:00.000,TARDE,2_MARTES,COLOMBINA,CALLE 30 CARRERA 10 -31,URBANA,TECNICO,352.436,-7.628.457,VEHICULO ESTACIONADO,NO APLICA,CHOQUE OBJETO FIJO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,LINEAS DEL VALLE,,
DAÑOS,08/04/2020 12:00:00 AM,2020,1899-12-31T15:10:00.000,TARDE,2_MARTES,COLOMBINA,CALLE 30 CARRERA 10 -31,URBANA,TECNICO,352.436,-7.628.457,VEHICULO ESTACIONADO,NO APLICA,CHOQUE OBJETO FIJO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/04/2020 12:00:00 AM,2020,1899-12-31T18:30:00.000,NOCHE,2_MARTES,SAMANES,CALLE 47 CARRERA 28A-18,URBANA,TECNICO,354.213,-7.629.702,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/04/2020 12:00:00 AM,2020,1899-12-31T18:30:00.000,NOCHE,2_MARTES,SAMANES,CALLE 47 CARRERA 28A-18,URBANA,TECNICO,354.213,-7.629.702,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,TRANS UNION DE TAXIS,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T12:50:00.000,TARDE,1_LUNES,CENTRO,CARRERA 32 CALLE 29,URBANA,TECNICO,352.658,-7.630.256,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/03/2020 12:00:00 AM,2020,1899-12-31T12:50:00.000,TARDE,1_LUNES,CENTRO,CARRERA 32 CALLE 29,URBANA,TECNICO,352.658,-7.630.256,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/04/2020 12:00:00 AM,2020,1899-12-31T08:30:00.000,MAÑANA,2_MARTES,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,355.226,-7.629.355,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,ENVIGADO,PARTICULAR,NO APLICA,,
DAÑOS,08/04/2020 12:00:00 AM,2020,1899-12-31T08:30:00.000,MAÑANA,2_MARTES,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,355.226,-7.629.355,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FOTON,EL CERRITO,PARTICULAR,NO APLICA,,
DAÑOS,08/05/2020 12:00:00 AM,2020,1899-12-31T18:30:00.000,NOCHE,3_MIERCOLES,OLIMPICO,CALLE 27 CARRERA 35,URBANA,TECNICO,352.558,-7.630.624,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,JAC,GUACARI,PUBLICO,NO APLICA,,
DAÑOS,08/05/2020 12:00:00 AM,2020,1899-12-31T18:30:00.000,NOCHE,3_MIERCOLES,OLIMPICO,CALLE 27 CARRERA 35,URBANA,TECNICO,352.558,-7.630.624,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,EL CERRITO,PARTICULAR,NO APLICA,,
DAÑOS,08/05/2020 12:00:00 AM,2020,1899-12-31T16:30:00.000,TARDE,3_MIERCOLES,OBRERO,CARRERA 26 CALLE 34,URBANA,TECNICO,353.083,-7.629.652,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/05/2020 12:00:00 AM,2020,1899-12-31T16:30:00.000,TARDE,3_MIERCOLES,OBRERO,CARRERA 26 CALLE 34,URBANA,TECNICO,353.083,-7.629.652,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/05/2020 12:00:00 AM,2020,1899-12-31T20:05:00.000,NOCHE,3_MIERCOLES,VIA PALMIRA - TABLONES,KM 10 + 200 MTS,RURAL,TECNICO,3.5848,-7.620.976,IMPERICIA EN EL MANEJO,NO APLICA,VOLCAMIENTO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,MIRANDA,PARTICULAR,NO APLICA,,
HERIDOS,08/05/2020 12:00:00 AM,2020,1899-12-31T20:05:00.000,NOCHE,3_MIERCOLES,VIA PALMIRA - TABLONES,KM 10 + 200 MTS,RURAL,TECNICO,3.5848,-7.620.976,IMPERICIA EN EL MANEJO,ACOMPAÑANTE MOTOCICLISTA,VOLCAMIENTO,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/07/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,5_VIERNES,CENTRO POBLADO ROZO,CARRERA 9 CALLE 10,RURAL,TECNICO,361.461,-763.867,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,SSANGYONE,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/07/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,5_VIERNES,CENTRO POBLADO ROZO,CARRERA 9 CALLE 10,RURAL,TECNICO,361.461,-763.867,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,BOGOTA,PARTICULAR,NO APLICA,,
HERIDOS,08/07/2020 12:00:00 AM,2020,1899-12-31T18:45:00.000,NOCHE,5_VIERNES,CUIDAD DEL CAMPO,CALLE 100 CARRARA 28-27,RURAL,TECNICO,345.689,-7.646.582,TRANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,SANTANDER,PARTICULAR,NO APLICA,,
HERIDOS,08/07/2020 12:00:00 AM,2020,1899-12-31T18:45:00.000,NOCHE,5_VIERNES,CUIDAD DEL CAMPO,CALLE 100 CARRARA 28-27,RURAL,TECNICO,345.689,-7.646.582,TRANSITAR EN CONTRA VIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,CRISTO REY,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/07/2020 12:00:00 AM,2020,1899-12-31T18:45:00.000,NOCHE,5_VIERNES,CUIDAD DEL CAMPO,CALLE 100 CARRARA 28-27,RURAL,TECNICO,345.689,-7.646.582,TRANSITAR EN CONTRA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,CRISTO REY,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/08/2020 12:00:00 AM,2020,1899-12-31T16:30:00.000,TARDE,6_SABADO,VIA PALMIRA QUISQINA,QUISQUINA,RURAL,TECNICO,358.169,-7.620.314,INVADIR CARRIL SENTIDO CONTRARIO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,BUGA,PARTICULAR,NO APLICA,,
DAÑOS,08/08/2020 12:00:00 AM,2020,1899-12-31T16:30:00.000,TARDE,6_SABADO,VIA PALMIRA QUISQINA,QUISQUINA,RURAL,TECNICO,358.169,-7.620.314,INVADIR CARRIL SENTIDO CONTRARIO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,TVS,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:10:00.000,TARDE,7_DOMINGO,COLOMBIA,CALLE 35 CARRERA 33,URBANA,TECNICO,353.263,-763.028,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:10:00.000,TARDE,7_DOMINGO,COLOMBIA,CALLE 35 CARRERA 33,URBANA,TECNICO,353.263,-763.028,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:10:00.000,TARDE,7_DOMINGO,COLOMBIA,CALLE 35 CARRERA 33,URBANA,TECNICO,353.263,-763.028,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:10:00.000,TARDE,7_DOMINGO,COLOMBIA,CALLE 35 CARRERA 33,URBANA,TECNICO,353.263,-763.028,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,7_DOMINGO,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,353.044,-7.629.335,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,7_DOMINGO,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,353.044,-7.629.335,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,7_DOMINGO,URIBE,CALLE 34 CARRERA 22,URBANA,TECNICO,353.044,-7.629.335,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T17:20:00.000,TARDE,7_DOMINGO,ZAMORANO,CALLE 69 CARRERA 31,URBANA,TECNICO,355.727,-7.629.614,ADELANTAR EN ZONA PROHIBIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/09/2020 12:00:00 AM,2020,1899-12-31T17:20:00.000,TARDE,7_DOMINGO,ZAMORANO,CALLE 69 CARRERA 31,URBANA,TECNICO,355.727,-7.629.614,ADELANTAR EN ZONA PROHIBIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,BAJAJ,CANDELARIA,PARTICULAR,NO APLICA,,
HERIDOS,08/06/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,4_JUEVES,RECREO,CALLE 18 CARRERA 30,URBANA,TECNICO,351.694,-7.630.255,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/06/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,4_JUEVES,RECREO,CALLE 18 CARRERA 30,URBANA,TECNICO,351.694,-7.630.255,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/06/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,4_JUEVES,RECREO,CALLE 18 CARRERA 30,URBANA,TECNICO,351.694,-7.630.255,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,08/06/2020 12:00:00 AM,2020,1899-12-31T09:05:00.000,MAÑANA,4_JUEVES,RECREO,CARRERA 27 CALLE 27,URBANA,TECNICO,352.433,-7.629.855,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/06/2020 12:00:00 AM,2020,1899-12-31T09:05:00.000,MAÑANA,4_JUEVES,RECREO,CARRERA 27 CALLE 27,URBANA,TECNICO,352.433,-7.629.855,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,FOTON,GUACARI,PUBLICO,NO APLICA,,
